area_code,area,proc_code,proc
98,Croatia,p016,Sugar beet production
98,Croatia,p017,Beans production
98,Croatia,p018,Peas production
98,Croatia,p019,"Pulses  production, Other"
98,Croatia,p020,Nuts production
98,Croatia,p021,Soyabeans production
98,Croatia,p022,Groundnuts production
98,Croatia,p023,Sunflower seed production
98,Croatia,p024,Rape and Mustardseed production
98,Croatia,p025,Seed cotton production
98,Croatia,p026,Coconuts production
98,Croatia,p027,Sesame seed production
98,Croatia,p028,Oil palm fruit production
98,Croatia,p029,Olives production
98,Croatia,p030,"Oilcrops production, Other"
98,Croatia,p031,Tomatoes production
98,Croatia,p032,Onions production
98,Croatia,p033,"Vegetables production, Other"
98,Croatia,p034,"Oranges, Mandarines production"
98,Croatia,p035,"Lemons, Limes production"
98,Croatia,p036,Grapefruit production
98,Croatia,p037,"Citrus production, Other"
98,Croatia,p038,Bananas production
98,Croatia,p039,Plantains production
98,Croatia,p040,Apples production
98,Croatia,p041,Pineapples production
98,Croatia,p042,Dates production
98,Croatia,p043,Grapes production
98,Croatia,p044,"Fruits production, Other"
98,Croatia,p045,Coffee production
98,Croatia,p046,Cocoa Beans production
98,Croatia,p047,Tea production
98,Croatia,p048,Hops production
98,Croatia,p049,Pepper production
98,Croatia,p050,Pimento production
98,Croatia,p051,Cloves production
98,Croatia,p052,"Spices production, Other"
98,Croatia,p053,Jute production
98,Croatia,p054,Jute-Like Fibres production
98,Croatia,p055,"Soft-Fibres production, Other"
98,Croatia,p056,Sisal production
98,Croatia,p057,Abaca production
98,Croatia,p058,"Hard Fibres production, Other"
98,Croatia,p059,Tobacco production
98,Croatia,p060,Rubber production
98,Croatia,p061,Fodder crops production
98,Croatia,p062,Grazing production
98,Croatia,p063,Cotton production
98,Croatia,p064,"Sugar production, non-centrifugal"
98,Croatia,p065,Sugar production
98,Croatia,p066,"Sweeteners production, Other"
98,Croatia,p067,Soyabean Oil extraction
98,Croatia,p068,Groundnut Oil extraction
98,Croatia,p069,Sunflowerseed Oil extraction
98,Croatia,p070,Rape and Mustard Oil extraction
98,Croatia,p071,Cottonseed Oil extraction
98,Croatia,p072,Palmkernel Oil extraction
98,Croatia,p073,Palm Oil production
98,Croatia,p074,Coconut Oil extraction
98,Croatia,p075,Sesameseed Oil extraction
98,Croatia,p076,Olive Oil extraction
98,Croatia,p077,Ricebran Oil extraction
98,Croatia,p078,Maize Germ Oil extraction
98,Croatia,p079,"Oilcrops Oil extraction, Other"
98,Croatia,p080,Wine production
98,Croatia,p081,Beer production
98,Croatia,p082,"Beverages production, Fermented"
98,Croatia,p083,"Beverages production, Alcoholic"
98,Croatia,p084,"Alcohol production, Non-Food"
98,Croatia,p085,Cattle husbandry
98,Croatia,p086,Buffaloes husbandry
98,Croatia,p087,Sheep husbandry
98,Croatia,p088,Goats husbandry
98,Croatia,p089,Pigs farming
98,Croatia,p090,Poultry Birds farming
98,Croatia,p091,Horses husbandry
98,Croatia,p092,Asses husbandry
98,Croatia,p093,Mules husbandry
98,Croatia,p094,Camels husbandry
98,Croatia,p095,"Camelids husbandry, other"
98,Croatia,p096,Rabbits husbandry
98,Croatia,p097,"Rodents husbandry, other"
98,Croatia,p099,Dairy cattle husbandry
98,Croatia,p100,Dairy buffaloes husbandry
98,Croatia,p101,Dairy sheep husbandry
98,Croatia,p102,Dairy goats husbandry
98,Croatia,p103,Dairy camels husbandry
98,Croatia,p104,Cattle slaughtering
98,Croatia,p105,Buffaloes slaughtering
98,Croatia,p106,Sheep slaughtering
98,Croatia,p107,Goat slaughtering
98,Croatia,p108,Pigs slaughtering
98,Croatia,p109,Poultry slaughtering
98,Croatia,p110,Horses slaughtering
98,Croatia,p111,Asses slaughtering
98,Croatia,p112,Mules slaughtering
98,Croatia,p113,Camels slaughtering
98,Croatia,p114,"Camelids slaughtering, other"
98,Croatia,p115,Rabbits slaughtering
98,Croatia,p116,"Rodents slaughtering, other"
98,Croatia,p118,Beekeeping
98,Croatia,p119,Silkworm breeding
98,Croatia,p120,Fishing
99,Iceland,p001,Rice production
99,Iceland,p002,Wheat production
99,Iceland,p003,Barley production
99,Iceland,p004,Maize production
99,Iceland,p005,Rye production
99,Iceland,p006,Oat production
99,Iceland,p007,Millet production
99,Iceland,p008,Sorghum production
99,Iceland,p009,"Cereals production, Other"
99,Iceland,p010,Potatoes  production
99,Iceland,p011,Cassava production
99,Iceland,p012,Sweet potatoes production
99,Iceland,p013,"Roots production, Other"
99,Iceland,p014,Yams production
99,Iceland,p015,Sugar cane production
99,Iceland,p016,Sugar beet production
99,Iceland,p017,Beans production
99,Iceland,p018,Peas production
99,Iceland,p019,"Pulses  production, Other"
99,Iceland,p020,Nuts production
99,Iceland,p021,Soyabeans production
99,Iceland,p022,Groundnuts production
99,Iceland,p023,Sunflower seed production
99,Iceland,p024,Rape and Mustardseed production
99,Iceland,p025,Seed cotton production
99,Iceland,p026,Coconuts production
99,Iceland,p027,Sesame seed production
99,Iceland,p028,Oil palm fruit production
99,Iceland,p029,Olives production
99,Iceland,p030,"Oilcrops production, Other"
99,Iceland,p031,Tomatoes production
99,Iceland,p032,Onions production
99,Iceland,p033,"Vegetables production, Other"
99,Iceland,p034,"Oranges, Mandarines production"
99,Iceland,p035,"Lemons, Limes production"
99,Iceland,p036,Grapefruit production
99,Iceland,p037,"Citrus production, Other"
99,Iceland,p038,Bananas production
99,Iceland,p039,Plantains production
99,Iceland,p040,Apples production
99,Iceland,p041,Pineapples production
99,Iceland,p042,Dates production
99,Iceland,p043,Grapes production
99,Iceland,p044,"Fruits production, Other"
99,Iceland,p045,Coffee production
99,Iceland,p046,Cocoa Beans production
99,Iceland,p047,Tea production
99,Iceland,p048,Hops production
99,Iceland,p049,Pepper production
99,Iceland,p050,Pimento production
99,Iceland,p051,Cloves production
99,Iceland,p052,"Spices production, Other"
99,Iceland,p053,Jute production
99,Iceland,p054,Jute-Like Fibres production
99,Iceland,p055,"Soft-Fibres production, Other"
99,Iceland,p056,Sisal production
99,Iceland,p057,Abaca production
99,Iceland,p058,"Hard Fibres production, Other"
99,Iceland,p059,Tobacco production
99,Iceland,p060,Rubber production
99,Iceland,p061,Fodder crops production
99,Iceland,p062,Grazing production
99,Iceland,p063,Cotton production
99,Iceland,p064,"Sugar production, non-centrifugal"
99,Iceland,p065,Sugar production
99,Iceland,p066,"Sweeteners production, Other"
99,Iceland,p067,Soyabean Oil extraction
99,Iceland,p068,Groundnut Oil extraction
99,Iceland,p069,Sunflowerseed Oil extraction
99,Iceland,p070,Rape and Mustard Oil extraction
99,Iceland,p071,Cottonseed Oil extraction
99,Iceland,p072,Palmkernel Oil extraction
99,Iceland,p073,Palm Oil production
99,Iceland,p074,Coconut Oil extraction
99,Iceland,p075,Sesameseed Oil extraction
99,Iceland,p076,Olive Oil extraction
99,Iceland,p077,Ricebran Oil extraction
99,Iceland,p078,Maize Germ Oil extraction
99,Iceland,p079,"Oilcrops Oil extraction, Other"
99,Iceland,p080,Wine production
99,Iceland,p081,Beer production
99,Iceland,p082,"Beverages production, Fermented"
99,Iceland,p083,"Beverages production, Alcoholic"
99,Iceland,p084,"Alcohol production, Non-Food"
99,Iceland,p085,Cattle husbandry
99,Iceland,p086,Buffaloes husbandry
99,Iceland,p087,Sheep husbandry
99,Iceland,p088,Goats husbandry
99,Iceland,p089,Pigs farming
99,Iceland,p090,Poultry Birds farming
99,Iceland,p091,Horses husbandry
99,Iceland,p092,Asses husbandry
99,Iceland,p093,Mules husbandry
99,Iceland,p094,Camels husbandry
99,Iceland,p095,"Camelids husbandry, other"
99,Iceland,p096,Rabbits husbandry
99,Iceland,p097,"Rodents husbandry, other"
99,Iceland,p099,Dairy cattle husbandry
99,Iceland,p100,Dairy buffaloes husbandry
99,Iceland,p101,Dairy sheep husbandry
99,Iceland,p102,Dairy goats husbandry
99,Iceland,p103,Dairy camels husbandry
99,Iceland,p104,Cattle slaughtering
99,Iceland,p105,Buffaloes slaughtering
99,Iceland,p106,Sheep slaughtering
99,Iceland,p107,Goat slaughtering
99,Iceland,p108,Pigs slaughtering
99,Iceland,p109,Poultry slaughtering
99,Iceland,p110,Horses slaughtering
99,Iceland,p111,Asses slaughtering
99,Iceland,p112,Mules slaughtering
99,Iceland,p113,Camels slaughtering
99,Iceland,p114,"Camelids slaughtering, other"
99,Iceland,p115,Rabbits slaughtering
99,Iceland,p116,"Rodents slaughtering, other"
99,Iceland,p118,Beekeeping
99,Iceland,p119,Silkworm breeding
99,Iceland,p120,Fishing
100,India,p001,Rice production
100,India,p002,Wheat production
100,India,p003,Barley production
100,India,p004,Maize production
100,India,p005,Rye production
100,India,p006,Oat production
100,India,p007,Millet production
100,India,p008,Sorghum production
100,India,p009,"Cereals production, Other"
100,India,p010,Potatoes  production
100,India,p011,Cassava production
100,India,p012,Sweet potatoes production
100,India,p013,"Roots production, Other"
100,India,p014,Yams production
100,India,p015,Sugar cane production
100,India,p016,Sugar beet production
100,India,p017,Beans production
100,India,p018,Peas production
100,India,p019,"Pulses  production, Other"
100,India,p020,Nuts production
100,India,p021,Soyabeans production
100,India,p022,Groundnuts production
100,India,p023,Sunflower seed production
100,India,p024,Rape and Mustardseed production
100,India,p025,Seed cotton production
100,India,p026,Coconuts production
100,India,p027,Sesame seed production
100,India,p028,Oil palm fruit production
100,India,p029,Olives production
100,India,p030,"Oilcrops production, Other"
100,India,p031,Tomatoes production
100,India,p032,Onions production
100,India,p033,"Vegetables production, Other"
100,India,p034,"Oranges, Mandarines production"
100,India,p035,"Lemons, Limes production"
100,India,p036,Grapefruit production
100,India,p037,"Citrus production, Other"
100,India,p038,Bananas production
100,India,p039,Plantains production
100,India,p040,Apples production
100,India,p041,Pineapples production
100,India,p042,Dates production
100,India,p043,Grapes production
100,India,p044,"Fruits production, Other"
100,India,p045,Coffee production
100,India,p046,Cocoa Beans production
100,India,p047,Tea production
100,India,p048,Hops production
100,India,p049,Pepper production
100,India,p050,Pimento production
100,India,p051,Cloves production
100,India,p052,"Spices production, Other"
100,India,p053,Jute production
100,India,p054,Jute-Like Fibres production
100,India,p055,"Soft-Fibres production, Other"
100,India,p056,Sisal production
100,India,p057,Abaca production
100,India,p058,"Hard Fibres production, Other"
100,India,p059,Tobacco production
100,India,p060,Rubber production
100,India,p061,Fodder crops production
100,India,p062,Grazing production
100,India,p063,Cotton production
100,India,p064,"Sugar production, non-centrifugal"
100,India,p065,Sugar production
100,India,p066,"Sweeteners production, Other"
100,India,p067,Soyabean Oil extraction
100,India,p068,Groundnut Oil extraction
100,India,p069,Sunflowerseed Oil extraction
100,India,p070,Rape and Mustard Oil extraction
100,India,p071,Cottonseed Oil extraction
100,India,p072,Palmkernel Oil extraction
100,India,p073,Palm Oil production
100,India,p074,Coconut Oil extraction
100,India,p075,Sesameseed Oil extraction
100,India,p076,Olive Oil extraction
100,India,p077,Ricebran Oil extraction
100,India,p078,Maize Germ Oil extraction
100,India,p079,"Oilcrops Oil extraction, Other"
100,India,p080,Wine production
100,India,p081,Beer production
100,India,p082,"Beverages production, Fermented"
100,India,p083,"Beverages production, Alcoholic"
100,India,p084,"Alcohol production, Non-Food"
100,India,p085,Cattle husbandry
100,India,p086,Buffaloes husbandry
100,India,p087,Sheep husbandry
100,India,p088,Goats husbandry
100,India,p089,Pigs farming
100,India,p090,Poultry Birds farming
100,India,p091,Horses husbandry
100,India,p092,Asses husbandry
100,India,p093,Mules husbandry
100,India,p094,Camels husbandry
100,India,p095,"Camelids husbandry, other"
100,India,p096,Rabbits husbandry
100,India,p097,"Rodents husbandry, other"
100,India,p099,Dairy cattle husbandry
100,India,p100,Dairy buffaloes husbandry
100,India,p101,Dairy sheep husbandry
100,India,p102,Dairy goats husbandry
100,India,p103,Dairy camels husbandry
100,India,p104,Cattle slaughtering
100,India,p105,Buffaloes slaughtering
100,India,p106,Sheep slaughtering
100,India,p107,Goat slaughtering
100,India,p108,Pigs slaughtering
100,India,p109,Poultry slaughtering
100,India,p110,Horses slaughtering
100,India,p111,Asses slaughtering
100,India,p112,Mules slaughtering
100,India,p113,Camels slaughtering
100,India,p114,"Camelids slaughtering, other"
100,India,p115,Rabbits slaughtering
100,India,p116,"Rodents slaughtering, other"
100,India,p118,Beekeeping
100,India,p119,Silkworm breeding
100,India,p120,Fishing
101,Indonesia,p001,Rice production
101,Indonesia,p002,Wheat production
101,Indonesia,p003,Barley production
101,Indonesia,p004,Maize production
101,Indonesia,p005,Rye production
101,Indonesia,p006,Oat production
101,Indonesia,p007,Millet production
101,Indonesia,p008,Sorghum production
101,Indonesia,p009,"Cereals production, Other"
101,Indonesia,p010,Potatoes  production
101,Indonesia,p011,Cassava production
101,Indonesia,p012,Sweet potatoes production
101,Indonesia,p013,"Roots production, Other"
101,Indonesia,p014,Yams production
101,Indonesia,p015,Sugar cane production
101,Indonesia,p016,Sugar beet production
101,Indonesia,p017,Beans production
101,Indonesia,p018,Peas production
101,Indonesia,p019,"Pulses  production, Other"
101,Indonesia,p020,Nuts production
101,Indonesia,p021,Soyabeans production
101,Indonesia,p022,Groundnuts production
101,Indonesia,p023,Sunflower seed production
101,Indonesia,p024,Rape and Mustardseed production
101,Indonesia,p025,Seed cotton production
101,Indonesia,p026,Coconuts production
101,Indonesia,p027,Sesame seed production
101,Indonesia,p028,Oil palm fruit production
101,Indonesia,p029,Olives production
101,Indonesia,p030,"Oilcrops production, Other"
101,Indonesia,p031,Tomatoes production
101,Indonesia,p032,Onions production
101,Indonesia,p033,"Vegetables production, Other"
101,Indonesia,p034,"Oranges, Mandarines production"
101,Indonesia,p035,"Lemons, Limes production"
101,Indonesia,p036,Grapefruit production
101,Indonesia,p037,"Citrus production, Other"
101,Indonesia,p038,Bananas production
101,Indonesia,p039,Plantains production
101,Indonesia,p040,Apples production
101,Indonesia,p041,Pineapples production
101,Indonesia,p042,Dates production
101,Indonesia,p043,Grapes production
101,Indonesia,p044,"Fruits production, Other"
101,Indonesia,p045,Coffee production
101,Indonesia,p046,Cocoa Beans production
101,Indonesia,p047,Tea production
101,Indonesia,p048,Hops production
101,Indonesia,p049,Pepper production
101,Indonesia,p050,Pimento production
101,Indonesia,p051,Cloves production
101,Indonesia,p052,"Spices production, Other"
101,Indonesia,p053,Jute production
101,Indonesia,p054,Jute-Like Fibres production
101,Indonesia,p055,"Soft-Fibres production, Other"
101,Indonesia,p056,Sisal production
101,Indonesia,p057,Abaca production
101,Indonesia,p058,"Hard Fibres production, Other"
101,Indonesia,p059,Tobacco production
101,Indonesia,p060,Rubber production
101,Indonesia,p061,Fodder crops production
101,Indonesia,p062,Grazing production
101,Indonesia,p063,Cotton production
101,Indonesia,p064,"Sugar production, non-centrifugal"
101,Indonesia,p065,Sugar production
101,Indonesia,p066,"Sweeteners production, Other"
101,Indonesia,p067,Soyabean Oil extraction
101,Indonesia,p068,Groundnut Oil extraction
101,Indonesia,p069,Sunflowerseed Oil extraction
101,Indonesia,p070,Rape and Mustard Oil extraction
101,Indonesia,p071,Cottonseed Oil extraction
101,Indonesia,p072,Palmkernel Oil extraction
101,Indonesia,p073,Palm Oil production
101,Indonesia,p074,Coconut Oil extraction
101,Indonesia,p075,Sesameseed Oil extraction
101,Indonesia,p076,Olive Oil extraction
101,Indonesia,p077,Ricebran Oil extraction
101,Indonesia,p078,Maize Germ Oil extraction
101,Indonesia,p079,"Oilcrops Oil extraction, Other"
101,Indonesia,p080,Wine production
101,Indonesia,p081,Beer production
101,Indonesia,p082,"Beverages production, Fermented"
101,Indonesia,p083,"Beverages production, Alcoholic"
101,Indonesia,p084,"Alcohol production, Non-Food"
101,Indonesia,p085,Cattle husbandry
101,Indonesia,p086,Buffaloes husbandry
101,Indonesia,p087,Sheep husbandry
101,Indonesia,p088,Goats husbandry
101,Indonesia,p089,Pigs farming
101,Indonesia,p090,Poultry Birds farming
101,Indonesia,p091,Horses husbandry
101,Indonesia,p092,Asses husbandry
101,Indonesia,p093,Mules husbandry
101,Indonesia,p094,Camels husbandry
101,Indonesia,p095,"Camelids husbandry, other"
101,Indonesia,p096,Rabbits husbandry
101,Indonesia,p097,"Rodents husbandry, other"
101,Indonesia,p099,Dairy cattle husbandry
101,Indonesia,p100,Dairy buffaloes husbandry
101,Indonesia,p101,Dairy sheep husbandry
101,Indonesia,p102,Dairy goats husbandry
101,Indonesia,p103,Dairy camels husbandry
101,Indonesia,p104,Cattle slaughtering
101,Indonesia,p105,Buffaloes slaughtering
101,Indonesia,p106,Sheep slaughtering
101,Indonesia,p107,Goat slaughtering
101,Indonesia,p108,Pigs slaughtering
101,Indonesia,p109,Poultry slaughtering
101,Indonesia,p110,Horses slaughtering
101,Indonesia,p111,Asses slaughtering
101,Indonesia,p112,Mules slaughtering
101,Indonesia,p113,Camels slaughtering
101,Indonesia,p114,"Camelids slaughtering, other"
101,Indonesia,p115,Rabbits slaughtering
101,Indonesia,p116,"Rodents slaughtering, other"
101,Indonesia,p118,Beekeeping
101,Indonesia,p119,Silkworm breeding
101,Indonesia,p120,Fishing
102,Iran (Islamic Republic of),p001,Rice production
102,Iran (Islamic Republic of),p002,Wheat production
102,Iran (Islamic Republic of),p003,Barley production
102,Iran (Islamic Republic of),p004,Maize production
102,Iran (Islamic Republic of),p005,Rye production
102,Iran (Islamic Republic of),p006,Oat production
102,Iran (Islamic Republic of),p007,Millet production
